"","Source","Target","Weight"
"1149","Q4656487","Q79951",86
"1150","Q4656487","Q9276887",18
"1151","Q4656524","Q4656540",25
"1152","Q4656524","Q4656551",6
"1153","Q4656524","Q4656567",33
"1154","Q4656524","Q4657130",7
"1155","Q4656524","Q4657322",45
"1156","Q4656524","Q4657349",24
"1157","Q4656524","Q4657380",26
"1158","Q4656524","Q4657574",75
"1159","Q4656524","Q4657623",54
"1160","Q4656524","Q4657677",34
"1161","Q4656524","Q4657775",46
"1162","Q4656524","Q4657797",56
"1163","Q4656524","Q4663253",65
"1164","Q4656524","Q4663261",74
"1165","Q4656524","Q4663273",24
"1166","Q4656524","Q4663309",50
"1167","Q4656524","Q4663321",47
"1168","Q4656524","Q4663356",67
"1169","Q4656524","Q4663389",65
"1170","Q4656524","Q4663903",53
"1171","Q4656524","Q4663914",66
"1172","Q4656524","Q4663933",27
"1173","Q4656524","Q4663944",29
"1174","Q4656524","Q4663975",43
"1175","Q4656524","Q4663994",45
"1176","Q4656524","Q4664011",70
"1177","Q4656524","Q4664090",41
"1178","Q4656524","Q4664109",59
"1179","Q4656524","Q4994848",66
"1180","Q4656524","Q55386965",52
"1181","Q4656524","Q642335",71
"1182","Q4656524","Q79951",75
"1183","Q4656524","Q9276887",18
"1184","Q4656540","Q4656551",5
"1185","Q4656540","Q4656567",17
"1186","Q4656540","Q4657130",4
"1187","Q4656540","Q4657322",24
"1188","Q4656540","Q4657349",15
"1189","Q4656540","Q4657380",14
"1190","Q4656540","Q4657574",28
"1191","Q4656540","Q4657623",24
"1192","Q4656540","Q4657677",18
"1193","Q4656540","Q4657775",24
"1194","Q4656540","Q4657797",22
"1195","Q4656540","Q4663253",27
"1196","Q4656540","Q4663261",26
"1197","Q4656540","Q4663273",15
"1198","Q4656540","Q4663309",23
"1199","Q4656540","Q4663321",22
"1200","Q4656540","Q4663356",27
"1201","Q4656540","Q4663389",24
"1202","Q4656540","Q4663903",23
"1203","Q4656540","Q4663914",25
"1204","Q4656540","Q4663933",18
"1205","Q4656540","Q4663944",19
"1206","Q4656540","Q4663975",25
"1207","Q4656540","Q4663994",23
"1208","Q4656540","Q4664011",27
"1209","Q4656540","Q4664090",23
"1210","Q4656540","Q4664109",24
"1211","Q4656540","Q4994848",28
"1212","Q4656540","Q55386965",26
"1213","Q4656540","Q642335",28
"1214","Q4656540","Q79951",25
"1215","Q4656540","Q9276887",10
"1216","Q4656551","Q4656567",3
"1217","Q4656551","Q4657130",2
"1218","Q4656551","Q4657322",4
"1219","Q4656551","Q4657349",5
"1220","Q4656551","Q4657380",4
"1221","Q4656551","Q4657574",6
"1222","Q4656551","Q4657623",5
"1223","Q4656551","Q4657677",7
"1224","Q4656551","Q4657775",6
"1225","Q4656551","Q4657797",4
"1226","Q4656551","Q4663253",7
"1227","Q4656551","Q4663261",7
"1228","Q4656551","Q4663273",3
"1229","Q4656551","Q4663309",5
"1230","Q4656551","Q4663321",4
"1231","Q4656551","Q4663356",6
"1232","Q4656551","Q4663389",5
"1233","Q4656551","Q4663903",5
"1234","Q4656551","Q4663914",4
"1235","Q4656551","Q4663933",4
"1236","Q4656551","Q4663944",4
"1237","Q4656551","Q4663975",5
"1238","Q4656551","Q4663994",5
"1239","Q4656551","Q4664011",7
"1240","Q4656551","Q4664090",6
"1241","Q4656551","Q4664109",6
"1242","Q4656551","Q4994848",6
"1243","Q4656551","Q55386965",6
"1244","Q4656551","Q642335",5
"1245","Q4656551","Q79951",5
"1246","Q4656551","Q9276887",2
"1247","Q4656567","Q4657130",3
"1248","Q4656567","Q4657322",27
"1249","Q4656567","Q4657349",16
"1250","Q4656567","Q4657380",20
"1251","Q4656567","Q4657574",35
"1252","Q4656567","Q4657623",27
"1253","Q4656567","Q4657677",22
"1254","Q4656567","Q4657775",28
"1255","Q4656567","Q4657797",29
"1256","Q4656567","Q4663253",32
"1257","Q4656567","Q4663261",33
"1258","Q4656567","Q4663273",14
"1259","Q4656567","Q4663309",24
"1260","Q4656567","Q4663321",28
"1261","Q4656567","Q4663356",34
"1262","Q4656567","Q4663389",30
"1263","Q4656567","Q4663903",27
"1264","Q4656567","Q4663914",31
"1265","Q4656567","Q4663933",19
"1266","Q4656567","Q4663944",20
"1267","Q4656567","Q4663975",28
"1268","Q4656567","Q4663994",23
"1269","Q4656567","Q4664011",34
"1270","Q4656567","Q4664090",24
"1271","Q4656567","Q4664109",29
"1272","Q4656567","Q4994848",34
"1273","Q4656567","Q55386965",28
"1274","Q4656567","Q642335",33
"1275","Q4656567","Q79951",33
"1276","Q4656567","Q9276887",10
"1277","Q4657130","Q4657322",4
"1278","Q4657130","Q4657349",5
"1279","Q4657130","Q4657380",3
"1280","Q4657130","Q4657574",7
"1281","Q4657130","Q4657623",6
"1282","Q4657130","Q4657677",5
"1283","Q4657130","Q4657775",6
"1284","Q4657130","Q4657797",3
"1285","Q4657130","Q4663253",7
"1286","Q4657130","Q4663261",7
"1287","Q4657130","Q4663273",3
"1288","Q4657130","Q4663309",5
"1289","Q4657130","Q4663321",4
"1290","Q4657130","Q4663356",6
"1291","Q4657130","Q4663389",6
"1292","Q4657130","Q4663903",5
"1293","Q4657130","Q4663914",5
"1294","Q4657130","Q4663933",3
"1295","Q4657130","Q4663944",4
"1296","Q4657130","Q4663975",5
"1297","Q4657130","Q4663994",4
"1298","Q4657130","Q4664011",8
"1299","Q4657130","Q4664090",5
"1300","Q4657130","Q4664109",5
"1301","Q4657130","Q4994848",8
"1302","Q4657130","Q55386965",6
"1303","Q4657130","Q642335",7
"1304","Q4657130","Q79951",6
"1305","Q4657130","Q9276887",1
"1306","Q4657322","Q4657349",22
"1307","Q4657322","Q4657380",22
"1308","Q4657322","Q4657574",49
"1309","Q4657322","Q4657623",39
"1310","Q4657322","Q4657677",27
"1311","Q4657322","Q4657775",34
"1312","Q4657322","Q4657797",39
"1313","Q4657322","Q4663253",45
"1314","Q4657322","Q4663261",48
"1315","Q4657322","Q4663273",23
"1316","Q4657322","Q4663309",37
"1317","Q4657322","Q4663321",35
"1318","Q4657322","Q4663356",47
"1319","Q4657322","Q4663389",46
"1320","Q4657322","Q4663903",40
"1321","Q4657322","Q4663914",45
"1322","Q4657322","Q4663933",25
"1323","Q4657322","Q4663944",23
"1324","Q4657322","Q4663975",37
"1325","Q4657322","Q4663994",30
"1326","Q4657322","Q4664011",47
"1327","Q4657322","Q4664090",34
"1328","Q4657322","Q4664109",44
"1329","Q4657322","Q4994848",51
"1330","Q4657322","Q55386965",39
"1331","Q4657322","Q642335",51
"1332","Q4657322","Q79951",48
"1333","Q4657322","Q9276887",16
"1334","Q4657349","Q4657380",14
"1335","Q4657349","Q4657574",26
"1336","Q4657349","Q4657623",25
"1337","Q4657349","Q4657677",19
"1338","Q4657349","Q4657775",24
"1339","Q4657349","Q4657797",21
"1340","Q4657349","Q4663253",27
"1341","Q4657349","Q4663261",27
"1342","Q4657349","Q4663273",14
"1343","Q4657349","Q4663309",22
"1344","Q4657349","Q4663321",18
"1345","Q4657349","Q4663356",25
"1346","Q4657349","Q4663389",23
"1347","Q4657349","Q4663903",23
"1348","Q4657349","Q4663914",22
"1349","Q4657349","Q4663933",14
"1350","Q4657349","Q4663944",17
"1351","Q4657349","Q4663975",22
"1352","Q4657349","Q4663994",18
"1353","Q4657349","Q4664011",27
"1354","Q4657349","Q4664090",22
"1355","Q4657349","Q4664109",24
"1356","Q4657349","Q4994848",26
"1357","Q4657349","Q55386965",24
"1358","Q4657349","Q642335",27
"1359","Q4657349","Q79951",26
"1360","Q4657349","Q9276887",11
"1361","Q4657380","Q4657574",27
"1362","Q4657380","Q4657623",26
"1363","Q4657380","Q4657677",16
"1364","Q4657380","Q4657775",24
"1365","Q4657380","Q4657797",22
"1366","Q4657380","Q4663253",26
"1367","Q4657380","Q4663261",27
"1368","Q4657380","Q4663273",13
"1369","Q4657380","Q4663309",23
"1370","Q4657380","Q4663321",23
"1371","Q4657380","Q4663356",25
"1372","Q4657380","Q4663389",25
"1373","Q4657380","Q4663903",21
"1374","Q4657380","Q4663914",25
"1375","Q4657380","Q4663933",15
"1376","Q4657380","Q4663944",16
"1377","Q4657380","Q4663975",20
"1378","Q4657380","Q4663994",22
"1379","Q4657380","Q4664011",27
"1380","Q4657380","Q4664090",21
"1381","Q4657380","Q4664109",25
"1382","Q4657380","Q4994848",27
"1383","Q4657380","Q55386965",23
"1384","Q4657380","Q642335",26
"1385","Q4657380","Q79951",26
"1386","Q4657380","Q9276887",12
"1387","Q4657574","Q4657623",56
"1388","Q4657574","Q4657677",37
"1389","Q4657574","Q4657775",46
"1390","Q4657574","Q4657797",61
"1391","Q4657574","Q4663253",74
"1392","Q4657574","Q4663261",82
"1393","Q4657574","Q4663273",25
"1394","Q4657574","Q4663309",51
"1395","Q4657574","Q4663321",51
"1396","Q4657574","Q4663356",66
"1397","Q4657574","Q4663389",67
"1398","Q4657574","Q4663903",58
"1399","Q4657574","Q4663914",71
"1400","Q4657574","Q4663933",27
"1401","Q4657574","Q4663944",30
"1402","Q4657574","Q4663975",45
"1403","Q4657574","Q4663994",46
"1404","Q4657574","Q4664011",76
"1405","Q4657574","Q4664090",46
"1406","Q4657574","Q4664109",67
"1407","Q4657574","Q4994848",79
"1408","Q4657574","Q55386965",57
"1409","Q4657574","Q642335",80
"1410","Q4657574","Q79951",80
"1411","Q4657574","Q9276887",18
"1412","Q4657623","Q4657677",28
"1413","Q4657623","Q4657775",40
"1414","Q4657623","Q4657797",47
"1415","Q4657623","Q4663253",53
"1416","Q4657623","Q4663261",54
"1417","Q4657623","Q4663273",22
"1418","Q4657623","Q4663309",42
"1419","Q4657623","Q4663321",38
"1420","Q4657623","Q4663356",51
"1421","Q4657623","Q4663389",51
"1422","Q4657623","Q4663903",43
"1423","Q4657623","Q4663914",48
"1424","Q4657623","Q4663933",24
"1425","Q4657623","Q4663944",27
"1426","Q4657623","Q4663975",38
"1427","Q4657623","Q4663994",37
"1428","Q4657623","Q4664011",52
"1429","Q4657623","Q4664090",38
"1430","Q4657623","Q4664109",46
"1431","Q4657623","Q4994848",54
"1432","Q4657623","Q55386965",42
"1433","Q4657623","Q642335",54
"1434","Q4657623","Q79951",53
"1435","Q4657623","Q9276887",18
"1436","Q4657677","Q4657775",27
"1437","Q4657677","Q4657797",32
"1438","Q4657677","Q4663253",36
"1439","Q4657677","Q4663261",40
"1440","Q4657677","Q4663273",12
"1441","Q4657677","Q4663309",22
"1442","Q4657677","Q4663321",27
"1443","Q4657677","Q4663356",34
"1444","Q4657677","Q4663389",30
"1445","Q4657677","Q4663903",29
"1446","Q4657677","Q4663914",33
"1447","Q4657677","Q4663933",15
"1448","Q4657677","Q4663944",19
"1449","Q4657677","Q4663975",30
"1450","Q4657677","Q4663994",22
"1451","Q4657677","Q4664011",39
"1452","Q4657677","Q4664090",26
"1453","Q4657677","Q4664109",33
"1454","Q4657677","Q4994848",37
"1455","Q4657677","Q55386965",31
"1456","Q4657677","Q642335",35
"1457","Q4657677","Q79951",34
"1458","Q4657677","Q9276887",10
"1459","Q4657775","Q4657797",37
"1460","Q4657775","Q4663253",43
"1461","Q4657775","Q4663261",46
"1462","Q4657775","Q4663273",21
"1463","Q4657775","Q4663309",36
"1464","Q4657775","Q4663321",33
"1465","Q4657775","Q4663356",47
"1466","Q4657775","Q4663389",43
"1467","Q4657775","Q4663903",39
"1468","Q4657775","Q4663914",40
"1469","Q4657775","Q4663933",22
"1470","Q4657775","Q4663944",26
"1471","Q4657775","Q4663975",35
"1472","Q4657775","Q4663994",35
"1473","Q4657775","Q4664011",47
"1474","Q4657775","Q4664090",33
"1475","Q4657775","Q4664109",39
"1476","Q4657775","Q4994848",44
"1477","Q4657775","Q55386965",37
"1478","Q4657775","Q642335",45
"1479","Q4657775","Q79951",45
"1480","Q4657775","Q9276887",15
"1481","Q4657797","Q4663253",57
"1482","Q4657797","Q4663261",63
"1483","Q4657797","Q4663273",22
"1484","Q4657797","Q4663309",42
"1485","Q4657797","Q4663321",37
"1486","Q4657797","Q4663356",53
"1487","Q4657797","Q4663389",49
"1488","Q4657797","Q4663903",48
"1489","Q4657797","Q4663914",51
"1490","Q4657797","Q4663933",24
"1491","Q4657797","Q4663944",26
"1492","Q4657797","Q4663975",40
"1493","Q4657797","Q4663994",37
"1494","Q4657797","Q4664011",60
"1495","Q4657797","Q4664090",38
"1496","Q4657797","Q4664109",48
"1497","Q4657797","Q4994848",60
"1498","Q4657797","Q55386965",44
"1499","Q4657797","Q642335",60
"1500","Q4657797","Q79951",59
"1501","Q4657797","Q9276887",16
"1502","Q4663253","Q4663261",79
"1503","Q4663253","Q4663273",26
"1504","Q4663253","Q4663309",50
"1505","Q4663253","Q4663321",45
"1506","Q4663253","Q4663356",65
"1507","Q4663253","Q4663389",60
"1508","Q4663253","Q4663903",55
"1509","Q4663253","Q4663914",58
"1510","Q4663253","Q4663933",27
"1511","Q4663253","Q4663944",29
"1512","Q4663253","Q4663975",44
"1513","Q4663253","Q4663994",45
"1514","Q4663253","Q4664011",72
"1515","Q4663253","Q4664090",44
"1516","Q4663253","Q4664109",62
"1517","Q4663253","Q4994848",76
"1518","Q4663253","Q55386965",55
"1519","Q4663253","Q642335",73
"1520","Q4663253","Q79951",69
"1521","Q4663253","Q9276887",17
"1522","Q4663261","Q4663273",26
"1523","Q4663261","Q4663309",52
"1524","Q4663261","Q4663321",47
"1525","Q4663261","Q4663356",68
"1526","Q4663261","Q4663389",66
"1527","Q4663261","Q4663903",62
"1528","Q4663261","Q4663914",68
"1529","Q4663261","Q4663933",25
"1530","Q4663261","Q4663944",30
"1531","Q4663261","Q4663975",47
"1532","Q4663261","Q4663994",44
"1533","Q4663261","Q4664011",85
"1534","Q4663261","Q4664090",45
"1535","Q4663261","Q4664109",73
"1536","Q4663261","Q4994848",89
"1537","Q4663261","Q55386965",58
"1538","Q4663261","Q642335",88
"1539","Q4663261","Q79951",84
"1540","Q4663261","Q9276887",17
"1541","Q4663273","Q4663309",22
"1542","Q4663273","Q4663321",19
"1543","Q4663273","Q4663356",25
"1544","Q4663273","Q4663389",26
"1545","Q4663273","Q4663903",21
"1546","Q4663273","Q4663914",24
"1547","Q4663273","Q4663933",18
"1548","Q4663273","Q4663944",20
"1549","Q4663273","Q4663975",22
"1550","Q4663273","Q4663994",20
"1551","Q4663273","Q4664011",24
"1552","Q4663273","Q4664090",21
"1553","Q4663273","Q4664109",22
"1554","Q4663273","Q4994848",25
"1555","Q4663273","Q55386965",25
"1556","Q4663273","Q642335",26
"1557","Q4663273","Q79951",26
"1558","Q4663273","Q9276887",10
"1559","Q4663309","Q4663321",35
"1560","Q4663309","Q4663356",50
"1561","Q4663309","Q4663389",46
"1562","Q4663309","Q4663903",40
"1563","Q4663309","Q4663914",48
"1564","Q4663309","Q4663933",24
"1565","Q4663309","Q4663944",23
"1566","Q4663309","Q4663975",35
"1567","Q4663309","Q4663994",35
"1568","Q4663309","Q4664011",50
"1569","Q4663309","Q4664090",36
"1570","Q4663309","Q4664109",47
"1571","Q4663309","Q4994848",49
"1572","Q4663309","Q55386965",40
"1573","Q4663309","Q642335",52
"1574","Q4663309","Q79951",50
"1575","Q4663309","Q9276887",17
"1576","Q4663321","Q4663356",44
"1577","Q4663321","Q4663389",44
"1578","Q4663321","Q4663903",36
"1579","Q4663321","Q4663914",47
"1580","Q4663321","Q4663933",24
"1581","Q4663321","Q4663944",27
"1582","Q4663321","Q4663975",34
"1583","Q4663321","Q4663994",31
"1584","Q4663321","Q4664011",45
"1585","Q4663321","Q4664090",33
"1586","Q4663321","Q4664109",42
"1587","Q4663321","Q4994848",46
"1588","Q4663321","Q55386965",38
"1589","Q4663321","Q642335",48
"1590","Q4663321","Q79951",47
"1591","Q4663321","Q9276887",15
"1592","Q4663356","Q4663389",58
"1593","Q4663356","Q4663903",52
"1594","Q4663356","Q4663914",58
"1595","Q4663356","Q4663933",27
"1596","Q4663356","Q4663944",29
"1597","Q4663356","Q4663975",46
"1598","Q4663356","Q4663994",46
"1599","Q4663356","Q4664011",67
"1600","Q4663356","Q4664090",41
"1601","Q4663356","Q4664109",56
"1602","Q4663356","Q4994848",65
"1603","Q4663356","Q55386965",51
"1604","Q4663356","Q642335",68
"1605","Q4663356","Q79951",65
"1606","Q4663356","Q9276887",17
"1607","Q4663389","Q4663903",49
"1608","Q4663389","Q4663914",58
"1609","Q4663389","Q4663933",26
"1610","Q4663389","Q4663944",28
"1611","Q4663389","Q4663975",41
"1612","Q4663389","Q4663994",42
"1613","Q4663389","Q4664011",62
"1614","Q4663389","Q4664090",42
"1615","Q4663389","Q4664109",57
"1616","Q4663389","Q4994848",63
"1617","Q4663389","Q55386965",50
"1618","Q4663389","Q642335",67
"1619","Q4663389","Q79951",69
"1620","Q4663389","Q9276887",17
"1621","Q4663903","Q4663914",48
"1622","Q4663903","Q4663933",22
"1623","Q4663903","Q4663944",25
"1624","Q4663903","Q4663975",40
"1625","Q4663903","Q4663994",35
"1626","Q4663903","Q4664011",57
"1627","Q4663903","Q4664090",37
"1628","Q4663903","Q4664109",50
"1629","Q4663903","Q4994848",61
"1630","Q4663903","Q55386965",47
"1631","Q4663903","Q642335",58
"1632","Q4663903","Q79951",57
"1633","Q4663903","Q9276887",14
"1634","Q4663914","Q4663933",26
"1635","Q4663914","Q4663944",28
"1636","Q4663914","Q4663975",42
"1637","Q4663914","Q4663994",41
"1638","Q4663914","Q4664011",61
"1639","Q4663914","Q4664090",37
"1640","Q4663914","Q4664109",55
"1641","Q4663914","Q4994848",63
"1642","Q4663914","Q55386965",52
"1643","Q4663914","Q642335",66
"1644","Q4663914","Q79951",67
"1645","Q4663914","Q9276887",18
"1646","Q4663933","Q4663944",19
"1647","Q4663933","Q4663975",24
"1648","Q4663933","Q4663994",25
"1649","Q4663933","Q4664011",26
"1650","Q4663933","Q4664090",21
"1651","Q4663933","Q4664109",25
"1652","Q4663933","Q4994848",27
"1653","Q4663933","Q55386965",24
"1654","Q4663933","Q642335",26
"1655","Q4663933","Q79951",26
"1656","Q4663933","Q9276887",13
"1657","Q4663944","Q4663975",27
"1658","Q4663944","Q4663994",26
"1659","Q4663944","Q4664011",30
"1660","Q4663944","Q4664090",26
"1661","Q4663944","Q4664109",25
"1662","Q4663944","Q4994848",29
"1663","Q4663944","Q55386965",29
"1664","Q4663944","Q642335",29
"1665","Q4663944","Q79951",29
"1666","Q4663944","Q9276887",11
"1667","Q4663975","Q4663994",32
"1668","Q4663975","Q4664011",44
"1669","Q4663975","Q4664090",33
"1670","Q4663975","Q4664109",40
"1671","Q4663975","Q4994848",46
"1672","Q4663975","Q55386965",42
"1673","Q4663975","Q642335",46
"1674","Q4663975","Q79951",45
"1675","Q4663975","Q9276887",13
"1676","Q4663994","Q4664011",45
"1677","Q4663994","Q4664090",30
"1678","Q4663994","Q4664109",40
"1679","Q4663994","Q4994848",43
"1680","Q4663994","Q55386965",36
"1681","Q4663994","Q642335",45
"1682","Q4663994","Q79951",43
"1683","Q4663994","Q9276887",16
"1684","Q4664011","Q4664090",46
"1685","Q4664011","Q4664109",65
"1686","Q4664011","Q4994848",82
"1687","Q4664011","Q55386965",54
"1688","Q4664011","Q642335",79
"1689","Q4664011","Q79951",72
"1690","Q4664011","Q9276887",18
"1691","Q4664090","Q4664109",41
"1692","Q4664090","Q4994848",45
"1693","Q4664090","Q55386965",39
"1694","Q4664090","Q642335",45
"1695","Q4664090","Q79951",45
"1696","Q4664090","Q9276887",12
"1697","Q4664109","Q4994848",68
"1698","Q4664109","Q55386965",49
"1699","Q4664109","Q642335",69
"1700","Q4664109","Q79951",65
"1701","Q4664109","Q9276887",17
"1702","Q4994848","Q55386965",56
"1703","Q4994848","Q642335",82
"1704","Q4994848","Q79951",74
"1705","Q4994848","Q9276887",17
"1706","Q55386965","Q642335",58
"1707","Q55386965","Q79951",58
"1708","Q55386965","Q9276887",14
"1709","Q642335","Q79951",79
"1710","Q642335","Q9276887",17
"1711","Q79951","Q9276887",17
